from,to,"light (s)","deep (s)","rem (s)","awake (s)","wake up","Duration to sleep (s)","Duration to wake up (s)","Snoring (s)","Snoring episodes","Average heart rate","Heart rate (min)","Heart rate (max)","Night events"
2021-01-07T22:37:00-05:00,2021-01-08T05:38:00-05:00,15660,8640,0,960,1,120,300,0,0,38,34,72,
2021-01-09T00:15:00-05:00,2021-01-09T08:46:00-05:00,16260,13020,0,1380,2,120,120,0,0,42,33,95,
2021-01-10T01:30:00-05:00,2021-01-10T09:52:00-05:00,17760,10680,0,1680,2,120,480,0,0,43,34,54,
2021-01-11T00:09:00-05:00,2021-01-11T08:13:00-05:00,14700,12960,0,1380,2,120,360,0,0,38,32,79,
2021-01-13T23:15:00-05:00,2021-01-14T08:25:00-05:00,19619,11941,0,1440,2,120,60,0,0,41,33,88,
2021-01-14T22:54:00-05:00,2021-01-15T08:19:00-05:00,14400,17460,0,2040,2,300,480,0,0,42,32,92,
2021-01-16T00:37:00-05:00,2021-01-16T07:35:00-05:00,14280,9600,0,1200,2,120,120,0,0,39,33,80,
2021-01-17T00:21:00-05:00,2021-01-17T08:26:00-05:00,15960,11520,0,1620,2,120,120,0,0,41,32,93,
2021-01-17T23:05:00-05:00,2021-01-18T07:40:00-05:00,14700,15240,0,960,2,120,60,0,0,44,32,92,
2021-01-19T00:41:00-05:00,2021-01-19T08:16:00-05:00,13800,12720,0,780,0,120,660,0,0,39,32,59,
2021-01-19T20:40:00-05:00,2021-01-20T07:24:00-05:00,13920,12720,0,1140,2,0,120,0,0,39,33,83,
2021-01-20T23:11:00-05:00,2021-01-21T07:45:00-05:00,10380,18660,0,1800,1,120,360,0,0,44,32,86,
2021-01-21T23:06:00-05:00,2021-01-22T07:21:00-05:00,17580,10320,0,1800,1,120,780,0,0,43,32,88,
2021-01-23T00:05:00-05:00,2021-01-23T07:25:00-05:00,10560,14940,0,900,1,120,0,0,0,44,38,65,
2021-01-24T23:16:00-05:00,2021-01-25T07:29:00-05:00,15540,13440,0,600,0,120,480,0,0,47,32,82,
2021-01-26T23:23:00-05:00,2021-01-27T09:33:00-05:00,20640,12120,0,3840,8,180,60,0,0,40,32,99,
2021-01-27T22:35:00-05:00,2021-01-28T07:32:00-05:00,15000,16140,0,1080,1,120,120,0,0,37,31,84,
2021-01-30T00:01:00-05:00,2021-01-30T07:33:00-05:00,13500,13080,0,540,1,120,240,0,0,43,33,87,
2021-01-30T22:56:00-05:00,2021-01-31T08:28:00-05:00,16200,16620,0,1500,3,120,0,0,0,36,32,47,
2021-01-31T23:45:00-05:00,2021-02-01T08:01:00-05:00,16200,13200,0,360,0,120,240,0,0,41,32,78,
2021-02-01T23:56:00-05:00,2021-02-02T07:26:00-05:00,15720,9600,0,1680,1,120,240,0,0,41,32,80,
2021-02-02T23:05:00-05:00,2021-02-03T07:45:00-05:00,11820,17520,0,1860,1,120,780,0,0,43,32,77,
2021-02-04T00:21:00-05:00,2021-02-04T08:21:00-05:00,18720,9060,0,1020,1,120,0,0,0,39,31,64,
2021-02-06T23:20:00-05:00,2021-02-07T08:10:00-05:00,19380,11880,0,540,1,120,120,0,0,41,32,84,
2021-02-07T23:18:00-05:00,2021-02-08T07:26:00-05:00,12960,15720,0,600,1,240,180,0,0,38,32,64,
2021-02-08T23:04:00-05:00,2021-02-09T09:17:00-05:00,18180,16020,0,2580,2,120,0,0,0,36,33,72,
2021-02-09T23:09:00-05:00,2021-02-10T08:05:00-05:00,14640,13380,0,4140,5,120,0,0,0,40,32,83,
2021-02-10T23:11:00-05:00,2021-02-11T06:57:00-05:00,16260,11400,0,300,0,120,180,0,0,37,33,81,
2021-02-12T23:08:00-05:00,2021-02-13T06:31:00-05:00,14760,11040,0,780,2,120,60,0,0,38,32,47,
2021-02-13T23:10:00-05:00,2021-02-14T08:38:00-05:00,16020,15600,0,2460,2,120,120,0,0,0,0,0,
2021-02-15T00:09:00-05:00,2021-02-15T07:01:00-05:00,12120,10380,0,2220,2,120,120,0,0,40,32,78,
2021-02-15T23:37:00-05:00,2021-02-16T08:38:00-05:00,20940,9780,0,1740,1,120,120,0,0,39,32,92,
2021-02-16T23:12:00-05:00,2021-02-17T07:09:00-05:00,14880,13140,0,600,0,300,300,0,0,46,32,85,
2021-02-17T23:27:00-05:00,2021-02-18T08:15:00-05:00,17340,12360,0,1980,5,120,180,0,0,39,32,81,
2021-02-18T22:37:00-05:00,2021-02-19T07:09:00-05:00,14220,14820,0,1680,2,120,0,0,0,36,32,85,
2021-02-20T00:09:00-05:00,2021-02-20T07:12:00-05:00,10380,14100,0,900,2,120,180,0,0,39,32,76,
2021-02-21T01:10:00-05:00,2021-02-21T08:07:00-05:00,13620,9540,0,1860,2,120,420,0,0,48,36,118,
2021-02-22T00:16:00-05:00,2021-02-22T07:43:00-05:00,11040,15600,0,180,0,180,0,0,0,40,32,86,
2021-02-22T22:40:00-05:00,2021-02-23T07:41:00-05:00,13920,16440,0,2100,3,120,240,0,0,36,32,64,
2021-02-23T21:58:00-05:00,2021-02-24T08:00:00-05:00,15600,12300,0,840,1,0,0,0,0,36,32,74,
2021-02-24T22:36:00-05:00,2021-02-25T06:30:00-05:00,16980,9660,0,1800,3,120,60,0,0,36,33,42,
2021-02-25T22:24:00-05:00,2021-02-26T08:36:00-05:00,14700,20880,0,1140,1,120,120,0,0,38,33,89,
2021-02-28T23:28:00-05:00,2021-03-01T08:15:00-05:00,14220,15300,0,2100,3,120,0,0,0,38,32,111,
2021-03-01T23:10:00-05:00,2021-03-02T07:49:00-05:00,20279,9961,0,900,1,120,120,0,0,38,32,86,
2021-03-02T22:56:00-05:00,2021-03-03T07:26:00-05:00,13860,15360,0,1380,2,120,60,0,0,38,32,83,
2021-03-03T23:31:00-05:00,2021-03-04T07:29:00-05:00,15480,12660,0,540,1,120,180,0,0,37,32,80,
2021-03-04T23:51:00-05:00,2021-03-05T07:54:00-05:00,16560,11160,0,1260,2,120,0,0,0,39,33,68,
2021-03-05T23:50:00-05:00,2021-03-06T08:23:00-05:00,16440,12180,0,2160,2,120,0,0,0,49,35,89,
2021-03-09T23:57:00-05:00,2021-03-10T07:59:00-05:00,12420,15060,0,1440,2,120,0,0,0,40,32,80,
2021-03-11T04:36:00-05:00,2021-03-11T10:36:00-05:00,9120,10140,0,2340,3,120,60,0,0,39,33,54,
2021-03-12T00:58:00-05:00,2021-03-12T10:08:00-05:00,16680,15540,0,780,2,120,300,0,0,37,32,62,
2021-03-13T02:25:00-05:00,2021-03-13T07:21:00-05:00,5100,12540,0,120,0,120,0,0,0,45,38,87,
2021-03-14T05:15:00-04:00,2021-03-14T12:56:00-04:00,12120,12180,0,3360,2,120,120,0,0,46,35,71,
2021-03-16T01:59:00-04:00,2021-03-16T08:14:00-04:00,8220,14040,0,240,0,120,120,0,0,52,34,77,
2021-03-17T00:17:00-04:00,2021-03-17T08:38:00-04:00,12420,16140,0,1500,2,120,0,0,0,47,33,116,
2021-03-18T00:21:00-04:00,2021-03-18T09:00:00-04:00,19140,11340,0,660,1,120,0,0,0,42,32,78,
2021-03-18T23:55:00-04:00,2021-03-19T07:12:00-04:00,10560,13500,0,2160,3,120,0,0,0,43,32,70,
2021-03-20T00:13:00-04:00,2021-03-20T09:48:00-04:00,18000,15120,0,1380,3,120,0,0,0,45,32,85,
2021-03-21T00:21:00-04:00,2021-03-21T04:40:00-04:00,4740,9300,0,1500,2,120,360,0,0,46,35,103,
2021-03-21T23:58:00-04:00,2021-03-22T08:20:00-04:00,11220,17280,0,1620,1,120,600,0,0,40,32,97,
2021-03-22T23:01:00-04:00,2021-03-23T08:17:00-04:00,18120,11520,0,3720,6,120,120,0,0,47,32,116,
2021-03-24T01:53:00-04:00,2021-03-24T08:58:00-04:00,12120,12480,0,900,1,120,0,0,0,50,39,114,
2021-03-24T23:55:00-04:00,2021-03-25T07:31:00-04:00,10140,16260,0,960,2,120,180,0,0,42,32,76,
2021-03-25T23:10:00-04:00,2021-03-26T07:53:00-04:00,16020,13200,0,2160,2,120,0,0,0,43,32,83,
2021-03-28T00:55:00-04:00,2021-03-28T10:02:00-04:00,14100,16860,0,1860,1,120,300,0,0,45,33,95,
2021-03-28T23:47:00-04:00,2021-03-29T08:06:00-04:00,12300,16680,0,960,1,120,600,0,0,43,32,80,
2021-03-31T23:42:00-04:00,2021-04-01T08:11:00-04:00,16320,13860,0,360,0,120,240,0,0,46,33,79,
2021-04-03T01:01:00-04:00,2021-04-03T09:24:00-04:00,11820,17160,0,1200,2,120,360,0,0,39,33,74,
2021-04-04T00:33:00-04:00,2021-04-04T09:11:00-04:00,17160,12780,0,1140,1,120,60,0,0,40,32,83,
2021-04-04T23:53:00-04:00,2021-04-05T07:26:00-04:00,14340,11580,0,1260,1,120,300,0,0,37,32,61,
2021-04-06T00:10:00-04:00,2021-04-06T08:42:00-04:00,11280,17520,0,1920,2,720,0,0,0,43,33,75,
2021-04-07T22:59:00-04:00,2021-04-08T08:08:00-04:00,16860,15720,0,360,1,120,60,0,0,41,33,71,
2021-04-09T00:06:00-04:00,2021-04-09T07:55:00-04:00,15420,11460,0,1260,1,120,300,0,0,38,33,98,
2021-04-10T00:03:00-04:00,2021-04-10T09:25:00-04:00,22620,9720,0,1380,1,1080,0,0,0,39,33,77,
2021-04-11T00:40:00-04:00,2021-04-11T09:27:00-04:00,18240,11460,0,1920,1,120,540,0,0,46,35,95,
2021-04-11T23:14:00-04:00,2021-04-12T08:07:00-04:00,15600,15420,0,960,1,120,0,0,0,37,32,72,
2021-04-13T22:38:00-04:00,2021-04-14T06:43:00-04:00,21540,6240,0,1320,2,120,0,0,0,51,38,96,
2021-04-14T23:18:00-04:00,2021-04-15T08:00:00-04:00,12480,17640,0,1200,2,120,0,0,0,39,31,78,
2021-04-16T01:29:00-04:00,2021-04-16T07:52:00-04:00,12840,9960,0,180,0,120,60,0,0,36,32,47,
2021-04-17T00:14:00-04:00,2021-04-17T07:55:00-04:00,15060,11400,0,1200,1,120,180,0,0,43,34,76,
2021-04-18T23:06:00-04:00,2021-04-19T07:48:00-04:00,12840,17700,0,780,1,120,240,0,0,37,32,74,
2021-04-19T23:47:00-04:00,2021-04-20T07:45:00-04:00,20400,7320,0,960,2,120,180,0,0,37,32,64,
2021-04-20T22:37:00-04:00,2021-04-21T07:53:00-04:00,19860,11820,0,1680,2,180,300,0,0,41,33,80,
2021-04-21T23:59:00-04:00,2021-04-22T08:09:00-04:00,15240,11460,0,2700,3,120,660,0,0,41,32,85,
2021-04-23T23:57:00-04:00,2021-04-24T07:59:00-04:00,16440,11940,0,540,1,120,60,0,0,38,33,73,
2021-04-25T00:05:00-04:00,2021-04-25T06:39:00-04:00,12060,10560,0,1020,1,180,180,0,0,40,33,80,
2021-04-26T23:53:00-04:00,2021-04-27T07:33:00-04:00,16920,10260,0,420,0,120,300,0,0,42,31,70,
2021-04-28T00:22:00-04:00,2021-04-28T07:37:00-04:00,13740,10800,0,1560,2,120,180,0,0,38,32,74,
2021-04-28T22:47:00-04:00,2021-04-29T08:05:00-04:00,17880,13860,0,1740,1,120,360,0,0,38,32,76,
2021-04-29T22:22:00-04:00,2021-04-30T08:11:00-04:00,14100,19560,0,1680,2,120,300,0,0,37,32,66,
2021-05-01T00:30:00-04:00,2021-05-01T08:09:00-04:00,17760,7380,0,2400,2,120,360,0,0,40,33,88,
2021-05-02T00:17:00-04:00,2021-05-02T11:08:00-04:00,21720,14100,0,3240,3,120,0,0,0,44,34,109,
2021-05-02T22:39:00-04:00,2021-05-03T08:10:00-04:00,16740,16440,0,1080,1,120,0,0,0,37,31,65,
2021-05-03T23:26:00-04:00,2021-05-04T08:37:00-04:00,18300,13560,0,1200,1,120,120,0,0,39,33,77,
2021-05-04T23:12:00-04:00,2021-05-05T06:36:00-04:00,12840,13020,0,780,1,180,420,0,0,36,32,67,
2021-05-06T01:11:00-04:00,2021-05-06T07:30:00-04:00,11640,10680,0,420,1,120,120,0,0,38,34,76,
2021-05-08T03:03:00-04:00,2021-05-08T08:51:00-04:00,7260,13380,0,240,0,120,120,0,0,48,43,80,
2021-05-09T02:03:00-04:00,2021-05-09T09:20:00-04:00,10678,15241,0,301,0,121,180,0,0,41,33,76,
2021-05-11T00:20:00-04:00,2021-05-11T07:31:00-04:00,13920,11640,0,300,1,120,0,0,0,38,32,71,
2021-05-12T00:11:00-04:00,2021-05-12T05:26:00-04:00,10320,6960,0,1620,1,120,540,0,0,40,32,86,
2021-05-12T23:58:00-04:00,2021-05-13T08:01:00-04:00,14460,14040,0,480,1,120,120,0,0,38,32,71,
2021-05-14T00:18:00-04:00,2021-05-14T08:19:00-04:00,15180,12420,0,1260,3,120,180,0,0,40,32,83,
2021-05-14T23:51:00-04:00,2021-05-15T08:01:00-04:00,17040,10800,0,1560,2,120,240,0,0,45,33,97,
2021-05-16T01:39:00-04:00,2021-05-16T05:15:00-04:00,5820,6120,0,1020,1,120,0,0,0,42,35,55,
2021-05-16T23:05:00-04:00,2021-05-17T07:23:00-04:00,14820,14400,0,660,1,120,0,0,0,41,32,63,
2021-05-18T00:20:00-04:00,2021-05-18T07:21:00-04:00,11340,13800,0,120,0,120,0,0,0,43,32,77,
2021-05-19T01:02:00-04:00,2021-05-19T07:03:00-04:00,8520,12900,0,240,0,120,120,0,0,39,32,80,
2021-05-20T00:08:00-04:00,2021-05-20T07:15:00-04:00,12660,11880,0,1080,1,120,0,0,0,47,35,81,
2021-05-20T23:09:00-04:00,2021-05-21T06:44:00-04:00,10920,14280,0,2100,2,120,0,0,0,40,32,89,
2021-05-22T01:43:00-04:00,2021-05-22T09:43:00-04:00,12420,12660,0,3720,4,120,720,0,0,42,33,85,
2021-05-23T00:56:00-04:00,2021-05-23T08:24:00-04:00,17399,8701,0,780,1,120,60,0,0,45,33,84,
2021-05-24T01:22:00-04:00,2021-05-24T08:09:00-04:00,12720,10980,0,720,1,120,240,0,0,37,33,82,
2021-05-24T23:48:00-04:00,2021-05-25T08:08:00-04:00,11880,17700,0,420,0,120,300,0,0,36,33,49,
2021-05-25T23:20:00-04:00,2021-05-26T07:42:00-04:00,14280,13440,0,2400,5,120,180,0,0,38,33,57,
2021-05-27T00:19:00-04:00,2021-05-27T09:02:00-04:00,15600,13920,0,1860,2,120,180,0,0,40,33,85,
2021-05-27T23:18:00-04:00,2021-05-28T08:02:00-04:00,14220,15540,0,1680,1,120,0,0,0,37,33,74,
2021-05-29T00:00:00-04:00,2021-05-29T08:12:00-04:00,14760,13020,0,1740,1,120,600,0,0,44,33,87,
2021-05-30T01:44:00-04:00,2021-05-30T09:10:00-04:00,13080,11940,0,1740,1,120,60,0,0,51,38,120,
2021-06-03T23:40:00-04:00,2021-06-04T08:04:00-04:00,14460,15420,0,360,0,120,240,0,0,41,32,87,
2021-06-06T01:51:00-04:00,2021-06-06T10:37:00-04:00,15120,13920,0,2520,4,120,0,0,0,49,32,108,
2021-06-07T23:35:00-04:00,2021-06-08T07:45:00-04:00,12540,15840,0,1020,1,120,720,0,0,45,32,78,
2021-06-09T00:08:00-04:00,2021-06-09T08:07:00-04:00,16440,10980,0,1320,1,120,180,0,0,36,31,78,
2021-06-11T00:37:00-04:00,2021-06-11T07:26:00-04:00,9540,14520,0,480,0,120,360,0,0,40,34,71,
2021-06-12T00:46:00-04:00,2021-06-12T07:47:00-04:00,8160,15780,0,1320,1,120,420,0,0,48,39,83,
2021-06-13T00:34:00-04:00,2021-06-13T09:28:00-04:00,11280,17100,0,3660,2,120,0,0,0,43,32,111,
2021-06-13T22:42:00-04:00,2021-06-14T08:13:00-04:00,16920,15060,0,2280,3,120,180,0,0,41,32,74,
2021-06-15T00:02:00-04:00,2021-06-15T08:28:00-04:00,15000,14340,0,1020,2,120,0,0,0,36,32,91,
2021-06-16T00:33:00-04:00,2021-06-16T08:43:00-04:00,18360,9420,0,1620,3,120,0,0,0,39,32,79,
2021-06-16T22:48:00-04:00,2021-06-17T08:18:00-04:00,14880,17880,0,1440,2,120,0,0,0,41,32,97,
2021-06-18T00:06:00-04:00,2021-06-18T07:09:00-04:00,10860,13620,0,900,0,120,780,0,0,39,33,81,
2021-06-19T02:31:00-04:00,2021-06-19T07:59:00-04:00,9540,9300,0,840,1,120,120,0,0,38,32,60,
2021-06-20T02:22:00-04:00,2021-06-20T06:26:00-04:00,5520,9000,0,120,0,120,0,0,0,41,32,73,
2021-06-20T23:26:00-04:00,2021-06-21T08:29:00-04:00,15180,15780,0,1620,2,120,360,0,0,47,32,82,
2021-06-21T23:01:00-04:00,2021-06-22T08:47:00-04:00,17939,15361,0,1860,2,120,0,0,0,39,33,50,
2021-06-22T23:15:00-04:00,2021-06-23T07:59:00-04:00,14699,15961,0,780,2,120,0,0,0,40,34,75,
2021-06-24T01:08:00-04:00,2021-06-24T08:09:00-04:00,14520,9840,0,900,1,120,0,0,0,40,32,77,
2021-06-24T23:49:00-04:00,2021-06-25T07:57:00-04:00,13320,15600,0,360,0,120,240,0,0,36,32,64,
2021-06-26T04:35:00-04:00,2021-06-26T10:01:00-04:00,8280,10080,0,1200,2,120,60,0,0,53,40,102,
2021-06-27T03:27:00-04:00,2021-06-27T09:31:00-04:00,6660,13800,0,1380,2,120,0,0,0,49,40,95,
2021-06-27T22:45:00-04:00,2021-06-28T08:25:00-04:00,14460,16860,0,3480,5,120,120,0,0,39,32,89,
2021-06-28T23:15:00-04:00,2021-06-29T08:11:00-04:00,18120,13020,0,1020,1,120,60,0,0,38,32,78,
2021-06-30T00:06:00-04:00,2021-06-30T08:10:00-04:00,12659,16261,0,120,0,120,0,0,0,37,32,90,
2021-07-01T00:16:00-04:00,2021-07-01T07:56:00-04:00,8400,18240,0,960,1,120,0,0,0,42,31,84,
2021-07-01T23:37:00-04:00,2021-07-02T07:33:00-04:00,12120,15420,0,1020,2,120,180,0,0,40,33,86,
2021-07-03T00:50:00-04:00,2021-07-03T07:52:00-04:00,14340,9420,0,1560,2,120,0,0,0,36,33,44,
2021-07-04T03:12:00-04:00,2021-07-04T08:10:00-04:00,5040,11520,0,1320,1,120,420,0,0,43,34,83,
2021-07-06T23:40:00-04:00,2021-07-07T07:46:00-04:00,12120,16080,0,960,1,120,0,0,0,47,32,98,
2021-07-08T00:04:00-04:00,2021-07-08T07:51:00-04:00,17580,9420,0,1020,2,120,120,0,0,39,32,87,
2021-07-08T23:43:00-04:00,2021-07-09T07:19:00-04:00,10980,16260,0,120,0,120,0,0,0,40,32,69,
2021-07-10T00:43:00-04:00,2021-07-10T07:29:00-04:00,10440,12720,0,1200,1,120,60,0,0,41,33,84,
2021-07-11T00:56:00-04:00,2021-07-11T08:54:00-04:00,12660,13980,0,2040,4,120,0,0,0,46,33,83,
2021-07-14T01:29:00-04:00,2021-07-14T07:37:00-04:00,8220,13680,0,180,0,120,60,0,0,45,32,77,
2021-07-15T01:08:00-04:00,2021-07-15T08:10:00-04:00,6840,17640,0,840,2,120,180,0,0,41,31,86,
2021-07-19T23:21:00-04:00,2021-07-20T06:32:00-04:00,11760,13560,0,540,1,120,240,0,0,39,33,74,
2021-07-21T00:02:00-04:00,2021-07-21T07:29:00-04:00,14160,11400,0,1260,1,120,360,0,0,39,33,58,
2021-07-22T00:49:00-04:00,2021-07-22T07:35:00-04:00,11580,10980,0,1800,3,120,0,0,0,46,32,101,
2021-07-23T00:19:00-04:00,2021-07-23T08:15:00-04:00,11100,16500,0,960,1,120,120,0,0,40,32,72,
2021-07-25T04:23:00-04:00,2021-07-25T09:08:00-04:00,4980,10980,0,1140,1,120,120,0,0,43,36,83,
2021-07-25T22:58:00-04:00,2021-07-26T08:21:00-04:00,12360,20700,0,720,1,180,0,0,0,44,32,91,
2021-07-27T01:35:00-04:00,2021-07-27T07:43:00-04:00,10440,10920,0,720,1,120,0,0,0,40,33,85,
2021-07-27T23:36:00-04:00,2021-07-28T07:58:00-04:00,14940,13620,0,1560,2,120,0,0,0,43,32,81,
2021-07-29T01:06:00-04:00,2021-07-29T09:07:00-04:00,14340,12660,0,1860,1,120,540,0,0,39,32,89,
2021-07-29T22:48:00-04:00,2021-07-30T08:13:00-04:00,19080,13620,0,1200,2,120,60,0,0,37,32,64,
2021-07-31T01:11:00-04:00,2021-07-31T07:40:00-04:00,15420,7800,0,120,0,120,0,0,0,39,32,84,
2021-08-01T01:16:00-04:00,2021-08-01T08:19:00-04:00,8820,15900,0,660,0,120,540,0,0,43,33,85,
2021-08-01T23:41:00-04:00,2021-08-02T08:19:00-04:00,13980,15300,0,1800,4,120,300,0,0,40,32,79,
2021-08-02T23:29:00-04:00,2021-08-03T09:06:00-04:00,15780,18060,0,780,1,120,120,0,0,50,32,97,
2021-08-04T23:18:00-04:00,2021-08-05T07:50:00-04:00,17160,12000,0,1560,2,120,0,0,0,47,32,94,
2021-08-06T00:57:00-04:00,2021-08-06T07:17:00-04:00,8460,13920,0,420,0,120,300,0,0,48,32,84,
2021-08-07T01:16:00-04:00,2021-08-07T06:23:00-04:00,9660,8580,0,180,0,120,60,0,0,40,32,66,
2021-08-09T05:29:00-04:00,2021-08-09T12:56:00-04:00,11940,11820,0,3060,3,120,0,0,0,42,33,78,
2021-08-10T05:26:00-04:00,2021-08-10T13:08:00-04:00,13080,12660,0,1980,2,120,0,0,0,42,33,84,
2021-08-11T05:54:00-04:00,2021-08-11T12:22:00-04:00,12000,10440,0,840,1,120,480,0,0,41,33,67,
2021-08-12T06:23:00-04:00,2021-08-12T11:03:00-04:00,7740,8580,0,480,0,120,360,0,0,41,32,68,
2021-08-13T04:58:00-04:00,2021-08-13T12:42:00-04:00,11940,15120,0,780,1,120,180,0,0,42,32,99,
2021-08-15T05:18:00-04:00,2021-08-15T13:02:00-04:00,12060,14700,0,1080,1,120,0,0,0,39,33,51,
2021-08-16T23:42:00-04:00,2021-08-17T07:24:00-04:00,17160,9120,0,1440,3,120,0,0,0,38,32,71,
2021-08-18T01:17:00-04:00,2021-08-18T07:31:00-04:00,8820,12780,0,840,1,120,120,0,0,39,33,98,
2021-08-19T00:20:00-04:00,2021-08-19T07:48:00-04:00,10260,15720,0,900,1,120,0,0,0,38,32,79,
2021-08-20T00:10:00-04:00,2021-08-20T08:42:00-04:00,13440,16020,0,1260,1,120,300,0,0,43,32,78,
2021-08-23T00:15:00-04:00,2021-08-23T07:40:00-04:00,13920,12120,0,660,0,120,540,0,0,38,32,82,
2021-08-23T23:02:00-04:00,2021-08-24T07:43:00-04:00,16740,13800,0,720,1,120,0,0,0,38,32,66,
2021-08-25T00:33:00-04:00,2021-08-25T07:51:00-04:00,11460,13020,0,1800,1,120,660,0,0,40,33,64,
2021-08-25T23:36:00-04:00,2021-08-26T07:42:00-04:00,13140,14760,0,1260,2,120,60,0,0,42,33,92,
2021-08-28T23:30:00-04:00,2021-08-29T07:21:00-04:00,14220,13560,0,480,1,120,180,0,0,40,33,55,
2021-08-29T23:50:00-04:00,2021-08-30T07:49:00-04:00,11760,15660,0,1320,1,120,360,0,0,40,32,80,
2021-08-30T23:21:00-04:00,2021-08-31T07:44:00-04:00,12660,16380,0,1140,1,120,240,0,0,38,32,71,
2021-09-02T00:30:00-04:00,2021-09-02T07:51:00-04:00,10680,15180,0,600,0,120,480,0,0,41,32,89,
